名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京建外soho西区距离,北京建外soho西区时间
破店肥哈·海鲜·烧烤,https://www.dianping.com/shop/H7BUJLrBBAzuwNWs,朝阳北路15号楼一层（长楹天街东区对面）,[北京],"116.601656,39.926143",65730081,2022/7/24 13:26,34.36 km,70 min,36.37 km,113 min,Error,Error
一酱,https://www.dianping.com/shop/G5YTO5P3oG1Y1J6T,立汤路181号院2号楼-1层-104,[北京],"116.412135,40.059361",15810929066,2022/7/22 20:46,11.84 km,33 min,12.61 km,52 min,Error,Error
壹零捌道,https://www.dianping.com/shop/H1PzLW47MTNl0CiM,双榆树北路61号,[北京],"116.320855,39.973318",62118999,2022/7/20 13:43,8.79 km,24 min,10.83 km,45 min,Error,Error
香猪坊,https://www.dianping.com/shop/H7BDEcKxDS8psBvg,成府路35号华清嘉园12号楼6号2楼,[北京],"116.336875,39.991625",62625586,2022/7/16 17:58,7.53 km,21 min,12.13 km,50 min,Error,Error
藏善食堂•烧鸟酒場Yakitori,https://www.dianping.com/shop/G7BavASaXCSXjLxu,麦子店街道朝阳公园路好运街1-18号（一层:藏善·烧鸟•酒場(Yakitori )/B1:藏善·食堂(小林割烹)）,[北京],"116.471351,39.950933",13601212890,2022/7/16 11:12,26.67 km,43 min,27.42 km,96 min,Error,Error
幸福食堂,https://www.dianping.com/shop/H1vOBpLUZ9CpoYbL,广渠路优士阁大厦B座一层南侧底商105号,[北京],"116.459470,39.892824",17600945925,2022/7/15 21:10,27.95 km,57 min,30.42 km,110 min,Error,Error
幸福食堂,https://www.dianping.com/shop/l7UQGNzkzwtWKSR3,东三环北路38号院4号楼好世界商业广场地下一层B-18,[北京],"116.463239,39.921825",85284600,2022/7/15 21:10,24.88 km,51 min,27.35 km,97 min,Error,Error
多抓鱼循环商店,https://www.dianping.com/shop/H4kiB8KMUL1FN4qP,工人体育场北路4号机电院75号楼,[北京],"116.456619,39.930604",,2022/7/15 19:23,23.46 km,46 min,25.93 km,92 min,Error,Error
吃吃玛特蛋糕公司,https://www.dianping.com/shop/HaiaT0KEkxOaueHA,东三环中路22号楼地上一层0101内L1-09号,[北京],"116.462711,39.894032",18600366313,2022/7/14 11:51,27.53 km,59 min,30.00 km,107 min,Error,Error
爱江山,https://www.dianping.com/shop/k48syyDRTUnKokcb,将台西路9-7号,[北京],"116.485005,39.974891",84569336,2022/7/8 19:08,25.00 km,45 min,25.75 km,100 min,12.22 km,43 min
京.YUZU,https://www.dianping.com/shop/l2DeWf9JyEbJfDJi,新源里16号琨莎中心3座1层101,[北京],"116.407387,39.904179",13161297868,2024/12/21 23:59,Error,Error,30.07 km,72 min,6.97 km,43 min
西府面馆,https://www.dianping.com/shop/H41PDjmhQXCuafvU,西四北大街207号,[北京],"116.373196,39.925428",52431856,2022/7/4 0:31,19.37 km,33 min,20.46 km,73 min,9.74 km,38 min
杭州小笼包嘉和轩餐厅,https://www.dianping.com/shop/G48O9PZR0VJunkVZ,安贞路安贞西里四区甲1号(大通宝旁边),[北京],"116.398650,39.971023",13567536205,2022/7/3 8:54,14.69 km,32 min,17.16 km,65 min,Error,Error
烤焰所,https://www.dianping.com/shop/H4r3aD5ZqzruiOvM,王庄路东王庄33号楼韩国美食城二层206-207号,[北京],"116.407387,39.904179",82037321,2022/7/2 12:33,Error,Error,Error,Error,Error,Error
宴锦堂·西院·熟成牛排馆,https://www.dianping.com/shop/k67Kw8OBY7WZJUDE,中关村南大街中信银行南侧20米,[北京],"116.323834,39.952219",18510788987,2022/7/1 22:19,12.36 km,25 min,15.06 km,47 min,20.31 km,74 min
陕西家常菜·渭南小喫,https://www.dianping.com/shop/l5zciIQ3jFJnj2cB,中关村东路清华科技园创业大厦一层111室,[北京],"116.329508,39.995299",82699311,2022/7/1 11:42,7.64 km,20 min,12.24 km,53 min,24.82 km,75 min
轻铁健身工作室,https://www.dianping.com/shop/lakAoUZ1vZSa82hn,朝阳门外大街朝外SOHO C座737,[北京],"116.454997,39.920136",13269921913,2022/6/29 17:10,25.12 km,51 min,27.59 km,97 min,3.02 km,23 min
PHD-CAFE&BISTRO,https://www.dianping.com/shop/l9cKQFhEPoR2UWer,达德南一路国美家园3号院北门西侧50米路南,[北京],"116.516800,39.934818",13911397868,2022/6/28 15:21,29.74 km,62 min,31.74 km,106 min,8.73 km,38 min
隆门阵烤鱼,https://www.dianping.com/shop/iSaXjyHBIpI8Skmv,北下关街道皂君庙西里甲8号(联想桥南),[北京],"116.334518,39.964948",62122688,2022/6/27 12:21,13.27 km,23 min,15.82 km,62 min,Error,Error
陕壹哥油泼面,https://www.dianping.com/shop/k4AsQ7UVnB6IrKDW,上地街道上地信息路15号1层底商,[北京],"116.309429,40.037546",18911030953,2022/6/27 11:48,1.63 km,9 min,3.68 km,20 min,25.18 km,99 min
烤焰所,https://www.dianping.com/shop/G6DqJvj4i7wN2Gba,双井垂杨柳北里临甲39号2层双井桥向南300米（近宝瑞通典当行大厦）,[北京],"116.460835,39.890752",67720109,2022/6/24 22:06,37.90 km,54 min,31.72 km,109 min,Error,Error
里葉亭,https://www.dianping.com/shop/lac4CKGdDWPrWEP2,福富町仲通3-2 井上共同ビル 中区,[横滨],,-2517640,2022/6/19 19:50,,,,,,
CHARCOAL 煤球,https://www.dianping.com/shop/l47t8FnpESIMfkp1,幸福一村西里甲6号,[北京],"116.448383,39.934783",15510169118,2022/6/13 23:30,27.85 km,44 min,25.40 km,83 min,5.13 km,33 min
B.A.,https://www.dianping.com/shop/l1AIspHtcRzOK8JT,安定门内大街66-1号,[北京],"116.407980,39.947267",18501129210,2022/6/13 19:07,17.63 km,32 min,20.10 km,71 min,Error,Error
乐家涮烤,https://www.dianping.com/shop/H7yFPB1H7AHrIhSV,玄风桥南巷外贸大楼甲字100号,[西安],"108.966237,34.257990",18029055915,2022/6/13 18:32,,,,,,
鸟三郎·福冈居酒屋,https://www.dianping.com/shop/l4RjeQy7fePEfzvw,霄云路32号快客二楼,[北京],"116.464611,39.958361",17600399808,2022/6/11 22:33,21.10 km,39 min,23.57 km,78 min,6.95 km,40 min
肉问屋·元气一番烧肉,https://www.dianping.com/shop/kaHhb14UGyIpFUMT,清河中街清河万象汇东区六层L653号,[北京],"116.333783,40.030511",18511158520,2022/6/10 18:50,4.87 km,17 min,10.65 km,43 min,Error,Error
王恨羊羊棒骨,https://www.dianping.com/shop/l2EaidXelpOYNcFx,马家堡东路121号院7号楼1层7-15,[北京],"116.385741,39.839226",13651321227,2022/6/10 17:21,34.98 km,46 min,37.69 km,98 min,Error,Error
内蒙涮肉·羊九金YANG CHIU CHIN,https://www.dianping.com/shop/kakha2mkhVqYm7dF,将台路商业街底商2号,[北京],"116.485589,39.975519",64347899,2022/6/7 12:06,24.81 km,44 min,25.55 km,99 min,Error,Error
BOOMROOM,https://www.dianping.com/shop/H4ToB9dOoKGdqy5H,高碑店乡记忆路西店记忆文创小镇D1号楼一层106、二层201号,[北京],"116.517801,39.898672",13011282726,2022/5/29 11:31,35.98 km,71 min,37.98 km,123 min,Error,Error
味味香,https://www.dianping.com/shop/l3XEzNonZR73Wv56,团结湖路与姚家园路交叉口东南角,[北京],"116.467028,39.929413",18810882797,2022/5/25 21:22,23.71 km,46 min,26.18 km,93 min,Error,Error
MEAT by Ernest 吃肉餐厅,https://www.dianping.com/shop/k3jjS4qt9h8QZdud,天北路和裕丰路交口北200米,[北京],"116.541911,40.071443",80467184,2022/5/20 13:31,31.12 km,53 min,33.13 km,94 min,Error,Error
ROTI by FLO福楼·罗蒂,https://www.dianping.com/shop/l1dWtvTTjcfQTzV8,霄云路18号S3单元,[北京],"116.469471,39.961606",65005676,2022/5/20 13:30,24.89 km,39 min,25.64 km,92 min,Error,Error
串门儿·精酿小酒馆,https://www.dianping.com/shop/H68x89oAPgX9BmlS,北二环五道营胡同73号院后,[北京],"116.411372,39.948585",13911820905,2022/5/16 11:42,17.86 km,33 min,20.34 km,69 min,Error,Error
椒小厨,https://www.dianping.com/shop/H6Gvv7GkmdJZGvGd,隆福寺街95号2幢1层东门,[北京],"116.413933,39.925882",18610241627,2022/5/9 20:55,20.02 km,45 min,22.49 km,87 min,Error,Error
本格寿司,https://www.dianping.com/shop/k94SkYo2BGIcKaoz,新源南路16号世方豪庭1楼A101（百康药房后面）,[北京],"116.451687,39.948149",84531105,2022/5/9 8:45,21.95 km,40 min,24.42 km,80 min,Error,Error
和绚庭,https://www.dianping.com/shop/H5rtZDbHxc9SERk6,观唐东路5号院甲5号平房东门,[北京],"116.325766,39.951496",84598022,2022/5/1 10:08,12.56 km,25 min,15.27 km,48 min,18.08 km,59 min
京艷·翰林书院,https://www.dianping.com/shop/k1pdH7Z1dL4X5HLJ,箭厂胡同22号（近五道营胡同口）,[北京],"116.408701,39.948536",86632999,2022/4/27 19:44,17.55 km,32 min,20.02 km,71 min,Error,Error
陕面居,https://www.dianping.com/shop/l9onSXuNGt3BJAcK,外馆斜街甲1号泰利明苑小区底商,[北京],"116.406120,39.962398",85285906,2022/4/25 19:29,15.96 km,31 min,18.43 km,65 min,10.62 km,41 min
二两店铺·重庆小面,https://www.dianping.com/shop/k2Bb09Qwlu0quKJW,安外大街3号院4号楼底商,[北京],"116.406890,39.961922",84111228,2022/4/25 19:28,15.96 km,31 min,18.43 km,65 min,10.54 km,40 min
铭门盛宴艺术海鲜姿造,https://www.dianping.com/shop/G2YJLlM0lYllapI2,金桐西路世贸天阶北街4层,[北京],"116.452095,39.916988",65006599,2022/4/25 13:44,25.60 km,52 min,28.07 km,98 min,Error,Error
小猪鼻子酒馆lenez wine bistro,https://www.dianping.com/shop/l3645eMhEVUZTAFh,麦子店农展馆北路枣营南里10号楼258生活广场3楼305,[北京],"116.471442,39.944714",18790821259,2022/4/22 19:47,27.60 km,45 min,25.52 km,85 min,5.86 km,37 min
Safari莎法瑞户外营地,https://www.dianping.com/shop/H1Uma3Ya7dgnbn4n,蒋村镇柳泉口村东岭白杨泉,[鄠邑区],"108.477712,34.046315",17392759884,2022/4/22 18:58,,,,,,
景福轩·王府井,https://www.dianping.com/shop/G2QDzDv20jSNkuJb,王府井大街王府中环东座四层401c,[北京],"116.410088,39.912596",15701341938,2022/4/22 16:49,20.77 km,47 min,23.24 km,88 min,Error,Error
蓉忆小江湖,https://www.dianping.com/shop/FeusFAoIl8Uy4Wsy,紫霞街92号（西溪谷商务中心A座1楼a102-1号商铺）,[杭州],"120.095659,30.294268",13989464022,2022/4/20 21:22,,,,,,
鮨青,https://www.dianping.com/shop/k8iVtPmCBnFHhTf1,南京东路300号恒基名人购物中心五楼516,[上海],"121.484002,31.237613",13764992868,2022/4/20 12:24,,,,,,
BONICA,https://www.dianping.com/shop/l3cE5KOnim2D5Tfd,胶州路273弄60号现所5幢1楼（里侧）,[上海],"121.441896,31.228486",15800304774,2022/4/19 13:12,,,,,,
清真西花市煎饼,https://www.dianping.com/shop/k94MwwRtBKK4fwja,崇文门外街道西花市大街新景家园北门东侧(近顺天府超市),[北京],"116.424303,39.895407",13601339272,2022/4/19 11:21,27.47 km,56 min,29.29 km,109 min,Error,Error
镹·鱼料理酒场,https://www.dianping.com/shop/G4SSZI7SpDpmCmIs,霄云路15号一层,[北京],"116.464336,39.960494",64647288,2022/4/18 22:51,24.98 km,40 min,25.73 km,92 min,Error,Error
醒狮潮汕鲜牛肉火锅,https://www.dianping.com/shop/Ga4h4xmbhRxpE20F,丹棱街甲1号地下一层-101-14单元,[北京],"116.313970,39.979708",57144596,2022/4/15 19:37,8.10 km,21 min,10.13 km,42 min,Error,Error
新侨三宝乐面包店,https://www.dianping.com/shop/l3MyQR2sraob9R6a,东交民巷2号,[北京],"116.416817,39.901641",65133366-1679,2022/4/13 2:38,26.80 km,53 min,28.70 km,105 min,Error,Error
优食堂·姑爷鸡,https://www.dianping.com/shop/k5Voi0hX1KhXyLtl,东风地区驼房营南路东风艺术区南院19号,[北京],"116.507931,39.957161",18710247978,2022/4/10 0:14,28.58 km,61 min,30.58 km,102 min,Error,Error
麻记尚品羊汤,https://www.dianping.com/shop/H5pI6WWjJ6MZKUdo,东直门外十字坡街7号,[北京],"116.439027,39.938925",13522827946,2022/4/6 12:04,21.25 km,39 min,23.72 km,91 min,Error,Error
SHAKU·爍·烧鸟专门店,https://www.dianping.com/shop/l9oEamSxQshbDStZ,农展馆北路枣营南里10号楼258生活广场3楼306号,[北京],"116.471442,39.944714",13269662366,2022/4/6 10:30,27.60 km,45 min,25.52 km,85 min,Error,Error
鸟十三·炭火烧鸟,https://www.dianping.com/shop/G2jRC3aGzoeveYv5,万红西街大山子南里9号楼临街底商1楼（鮨心屋隔壁）,[北京],"116.486240,39.981728",13621334156,2022/4/3 22:34,22.42 km,47 min,24.43 km,87 min,Error,Error
小草屋,https://www.dianping.com/shop/kajOsQzsGUwXA1xH,阜通东大街30号楼(中医药大学正门对面),[北京],"116.470442,39.982556",84727422,2022/4/3 14:23,23.52 km,37 min,23.50 km,82 min,Error,Error
卷卷春饼小馆,https://www.dianping.com/shop/l9KCTB8YSwGGMd4d,学院南路与四道口交口（京果商厦斜对面，超市发旁）,[北京],"116.346138,39.958178",62139388,2022/4/2 23:20,13.80 km,28 min,17.46 km,65 min,Error,Error
很久以前羊肉串,https://www.dianping.com/shop/k4WyDzgMMTyDrTV3,花园路街道花园东路甲32号3层301(牡丹园地铁站B口),[北京],"116.371607,39.978241",13661318395,2022/4/2 21:22,15.20 km,27 min,15.63 km,59 min,Error,Error
百济泥炉烤肉烤鳗鱼,https://www.dianping.com/shop/k5qWIqht4ifZ6hGm,霄云路15-8号,[北京],"116.466178,39.960586",13522779287,2022/4/2 19:53,24.83 km,40 min,25.57 km,91 min,Error,Error
入海口,https://www.dianping.com/shop/G7UytHgLRGJEB2Ev,五道营胡同34号,[北京],"116.413982,39.948434",15010085327,2022/4/2 19:23,18.02 km,35 min,20.49 km,76 min,Error,Error
Dr·bop,https://www.dianping.com/shop/l6W7O9udKU3z4EZs,三里屯街道春秀路联宝公寓西北门隔壁,[北京],"116.445454,39.936029",13311401519,2022/4/2 9:28,27.79 km,44 min,25.34 km,82 min,Error,Error
小面大王,https://www.dianping.com/shop/H5fNVhiTVNyoxTGv,回龙观西大街85号1层118,[北京],"116.324605,40.077219",18584601248,2022/4/1 12:46,8.19 km,25 min,7.46 km,36 min,Error,Error
悠唐购物中心,https://www.dianping.com/shop/l2FdvC2Oqh9Tj6sp,朝阳门外大街三丰北里2号楼,[北京],"116.439014,39.921696",59775858,2022/4/1 11:51,23.44 km,46 min,25.91 km,105 min,Error,Error
粤凤佬·顺德排档·早茶,https://www.dianping.com/shop/GakZznAPzymbwHkB,工人体育场北路66号东中街瑞士公寓底商1至2层110-L1122层208,[北京],"116.437732,39.933365",51078989,2022/4/1 10:25,21.77 km,40 min,24.24 km,96 min,Error,Error
三和面馆,https://www.dianping.com/shop/G8YW16bXlZTDyRTY,"建外SOHO东区8号楼,0826A底商向南",[北京],"116.458331,39.905600",18100752077,2022/3/31 10:33,33.49 km,58 min,28.67 km,102 min,Error,Error
泓禧廣式燒卤,https://www.dianping.com/shop/k9KMw5IQo549EOwq,朝阳门南小街71号,[北京],"116.426417,39.922270",13910067313,2022/3/31 10:13,23.30 km,45 min,25.77 km,100 min,4.76 km,22 min
老耿烧烤,https://www.dianping.com/shop/l6xDOIwO9MjGmrri,盆儿胡同与南横西街交叉口东南20米,[北京],"116.370887,39.883270",13661266219,2022/3/29 21:48,25.06 km,47 min,25.74 km,91 min,9.15 km,42 min
798小炉子,https://www.dianping.com/shop/l53T7OfGawEOyMnE,广渠东路唐家村5号4幢2号,[北京],"116.503364,39.893129",18735770237,2022/3/29 21:05,36.38 km,68 min,38.38 km,119 min,12.98 km,37 min
钱塘花园·宁波菜,https://www.dianping.com/shop/G58n1esUzNPbR6N5,双榆树北路59号,[北京],"116.321295,39.972877",62550308,2022/3/25 23:33,8.76 km,24 min,10.80 km,45 min,19.22 km,72 min
荣季-95·小海鲜酒馆,https://www.dianping.com/shop/k7YrCC8OtkHjY3cq,建国路89号院17号楼（JW万豪北门对面）,[北京],"116.480618,39.911732",85913323,2022/3/25 21:31,31.42 km,55 min,32.16 km,106 min,Error,Error
北京宜宾招待所,https://www.dianping.com/shop/G9B5lBAWimhGRPnh,西中胡同28号,[北京],"116.379713,39.901311",18518151905,2022/3/25 21:26,23.22 km,44 min,23.73 km,92 min,8.47 km,33 min
星岡,https://www.dianping.com/shop/Gau5F7b0deHoVnMV,姚家园路中央公园广场A7-12,[北京],"116.626553,40.322072",15210873557,2022/3/23 10:25,29.16 km,59 min,32.18 km,107 min,7.81 km,30 min
三姐家乡菜·菌火锅·云南菜,https://www.dianping.com/shop/ipGu3HBAdMJqdQxZ,永定河路瑞逸阁11号,[北京],"116.267472,39.934899",18618119770,2022/3/19 13:55,15.64 km,25 min,18.35 km,63 min,17.53 km,76 min
三姐家乡菜·菌火锅·云南菜,https://www.dianping.com/shop/la6lay7NHiiaLnnM,信息路1号与上地七街交叉西北方向,[北京],"116.304010,40.045556",18618119731,2022/3/19 13:50,2.61 km,12 min,2.43 km,16 min,30.67 km,91 min
Land Down懒得动 Cafe.Bar,https://www.dianping.com/shop/G1qY0BgubYEaUOmx,阳光上东社区5号楼底商06室,[北京],,15030370234,2022/3/11 19:36,42.88 km,87 min,44.89 km,134 min,Error,Error
SOLDOUT汉堡三明治,https://www.dianping.com/shop/laHLZUWjYsX5XgnM,东大桥路8号院3号楼1层2107、2119,[北京],"116.453184,39.919029",18600206568,2022/3/5 21:29,25.28 km,51 min,27.75 km,97 min,2.81 km,12 min
壹间自习室,https://www.dianping.com/shop/H5nv7Ic2we3ihdxv,上地东路35号院颐泉汇1号楼601室,[北京],"116.314416,40.035911",18510926362,2022/3/5 12:22,1.74 km,9 min,3.79 km,20 min,Error,Error
MOJO,https://www.dianping.com/shop/la7kjULB1yPU1nvQ,中关村大街11号e世界财富中心A座底商,[北京],"116.315640,39.981405",62572360,2022/3/5 10:55,7.60 km,23 min,9.63 km,41 min,Error,Error
隆延茶铺·正统奶茶,https://www.dianping.com/shop/H271hLt0IMWlTH64,学清路18学院8号写字楼E门驹然空间一层,[北京],"116.353925,40.009801",18519039886,2022/3/5 10:50,8.24 km,23 min,11.18 km,51 min,Error,Error
L'OX by FLO福楼 · 牛牌,https://www.dianping.com/shop/l22BkBOLuv4kUarV,东三环中路7号院5号楼（千禧大酒店一层西侧）,[北京],"116.459560,39.917514",53822881,2022/3/5 10:47,24.72 km,50 min,27.19 km,97 min,Error,Error
哈尼个旧,https://www.dianping.com/shop/Ha61bwHvJwKVqPZx,钟楼湾胡同48号（近钟鼓楼）,[北京],"116.396399,39.942003",64013318,2022/3/5 10:47,17.14 km,36 min,19.61 km,73 min,9.83 km,47 min
乡味小厨Country Kitchen,https://www.dianping.com/shop/H84UvWKZ93ve9yWb,京广中心北京瑰丽酒店三层（近呼家楼地铁站D出口、渣打银行、朝阳剧场斜对面）,[北京],"116.461601,39.923317",65360066,2022/3/5 10:39,23.97 km,47 min,26.44 km,93 min,Error,Error
SALOMESELECT,https://www.dianping.com/shop/H2jHUyMW7MmlhPZn,三里屯路三里屯太古里北区地下NLG-05B号铺,[北京],"116.454490,39.938193",13025404264,2022/3/3 10:29,23.09 km,43 min,25.56 km,86 min,Error,Error
花家怡园,https://www.dianping.com/shop/laA4Z8LM8MsqzC0W,"清华西路28号（圆明园管理处旁,近圆明园地铁站A出口）",[北京],"116.306975,39.999782",51283379,2022/2/26 12:42,6.23 km,18 min,8.26 km,35 min,Error,Error
柳叶刀烧烤,https://www.dianping.com/shop/k2KZsjxVwLk6UwTp,成府路254号,[北京],"116.323662,39.992045",62558110,2022/2/25 21:08,7.05 km,20 min,9.09 km,38 min,Error,Error
Ganda Vintage甘达商行,https://www.dianping.com/shop/G4rtsQaEyj4LuB8r,华亭路42号甲,[上海],"121.449928,31.215230",18521529623,2022/2/24 13:56,,,,,,
久保屋日料,https://www.dianping.com/shop/kaHJEQRgDfttlYcQ,南三里屯路通盈中心2层21号,[北京],"116.455107,39.926950",13581618083,2022/2/17 23:51,24.05 km,46 min,26.52 km,93 min,Error,Error
穆羽斋清真小吃,https://www.dianping.com/shop/l4J9JNcfGRfTy50L,北门仓胡同6号-29一层天泽祥美食城内,[北京],"116.428284,39.934166",17326955573,2022/2/14 13:37,21.78 km,39 min,24.25 km,95 min,Error,Error
FestinTable佩斯汀西餐,https://www.dianping.com/shop/G46nRxIXhWXVUeit,颐和园路西苑龙湖星巴克旁,[北京],"116.291074,39.997860",82402771,2022/2/13 13:22,5.89 km,18 min,9.48 km,33 min,Error,Error
黎明美甲美睫,https://www.dianping.com/shop/l31zh1B5sDBOi8Hs,成府路华清嘉园7号楼商务会馆6层602C,[北京],"116.334083,39.992469",18888873521,2022/2/11 17:51,7.99 km,20 min,12.27 km,53 min,Error,Error
Mandrill,https://www.dianping.com/shop/H7IDZLWYwdtXAUCS,将台路与芳园西路交叉口东南角,[北京],"116.478199,39.972699",84356623,2022/2/9 9:14,25.14 km,40 min,25.88 km,93 min,Error,Error
湘彬萱,https://www.dianping.com/shop/H9EZ45vE2WImZ4LL,花园路2号,[北京],"116.367252,39.977539",18600216515,2022/1/28 13:51,14.98 km,27 min,16.10 km,60 min,18.45 km,75 min
黑人小厨,https://www.dianping.com/shop/G1tyKZ6qiBpU0SPP,广武路美国小馆斜对面往南20米（人民路与洋人街）,[大理市],"100.160210,25.693929",13097494423,2022/1/25 21:16,,,,,,
